transaction_id,timestamp,year,quarter,customer_id,employee_id,office_id,team_id,product_id,call_duration_minutes,completion_time_seconds,is_transferred,transfer_reason,linked_accounts_count,fraud_risk_flag
113,2020-01-01 15:51:24,2020,1,3679,191,4,8,3,14,872,1,None,1,0
114,2020-01-01 09:40:44,2020,1,2070,221,5,1,2,12,765,0,None,2,1
115,2020-01-01 12:57:56,2020,1,778,37,1,2,6,8,477,0,None,1,0
116,2020-01-01 12:09:33,2020,1,1735,138,3,5,1,30,1799,0,None,1,0
117,2020-01-01 17:59:24,2020,1,1090,57,2,2,2,9,584,0,None,5,0
118,2020-01-01 10:20:24,2020,1,4391,203,5,4,5,12,708,0,None,1,0
119,2020-01-01 09:56:45,2020,1,4874,237,5,2,1,13,772,0,None,1,0
120,2020-01-01 18:59:39,2020,1,2770,171,4,5,3,34,2052,0,None,1,0
121,2020-01-01 08:48:42,2020,1,2197,209,5,3,2,20,1198,0,None,1,0
122,2020-01-01 14:15:26,2020,1,76,161,4,8,6,11,678,0,None,1,0
123,2020-01-01 14:41:11,2020,1,4643,115,3,7,6,32,1956,0,None,1,0
124,2020-01-01 15:11:08,2020,1,4891,36,1,1,6,25,1492,0,None,1,0
125,2020-01-01 11:28:01,2020,1,4113,19,1,1,2,16,986,0,None,1,0
126,2020-01-01 16:43:03,2020,1,3592,19,1,1,1,32,1923,1,Technical Escalation,3,0
127,2020-01-01 15:26:56,2020,1,1873,147,3,4,3,10,602,0,None,1,0
128,2020-01-01 15:01:54,2020,1,3637,33,1,5,3,12,741,0,None,2,0
129,2020-01-01 08:47:11,2020,1,3176,146,3,6,1,20,1211,0,None,5,0
130,2020-01-01 15:40:10,2020,1,3505,11,1,1,1,28,1706,0,None,3,0
131,2020-01-01 10:46:25,2020,1,199,50,1,4,2,10,610,0,None,1,0
132,2020-01-01 15:32:29,2020,1,1566,17,1,2,4,22,1333,0,None,3,0
133,2020-01-01 13:24:35,2020,1,4703,221,5,1,6,5,298,0,None,1,0
134,2020-01-02 17:14:14,2020,1,4109,134,3,7,4,57,3434,1,Fraud Verification,2,0
135,2020-01-02 15:17:25,2020,1,2323,34,1,4,1,18,1080,0,None,3,0
136,2020-01-02 10:08:12,2020,1,2068,225,5,7,6,14,880,0,None,10,0
137,2020-01-02 13:43:43,2020,1,3399,45,1,4,6,37,2263,0,None,1,0
138,2020-01-02 16:34:27,2020,1,2226,152,4,3,4,18,1072,0,None,1,0
139,2020-01-02 17:59:01,2020,1,4810,37,1,2,4,50,3023,0,None,2,0
140,2020-01-02 09:56:09,2020,1,149,88,2,6,4,23,1416,1,Fraud Verification,5,0
141,2020-01-02 14:59:13,2020,1,4024,246,5,1,2,18,1081,0,None,1,0
142,2020-01-02 11:41:25,2020,1,2495,206,5,6,2,9,551,0,None,1,0
143,2020-01-02 08:45:31,2020,1,2721,138,3,5,5,56,3378,0,None,1,0
144,2020-01-02 11:08:35,2020,1,4627,62,2,5,2,33,1968,0,None,2,0
145,2020-01-02 15:33:05,2020,1,3946,77,2,8,1,38,2279,0,None,1,0
146,2020-01-02 08:55:55,2020,1,413,93,2,5,3,7,465,0,None,1,0
147,2020-01-02 12:27:50,2020,1,3001,37,1,2,5,45,2740,0,None,2,0
148,2020-01-02 10:01:43,2020,1,2173,6,1,7,4,13,780,0,None,1,0
149,2020-01-02 12:09:57,2020,1,422,225,5,7,6,13,796,0,None,1,0
150,2020-01-02 09:52:32,2020,1,3460,151,4,4,2,10,601,0,None,1,0
151,2020-01-02 16:48:59,2020,1,4310,208,5,2,6,24,1445,1,Technical Escalation,1,0
152,2020-01-02 13:08:19,2020,1,798,171,4,5,3,14,843,1,Billing Dispute,5,0
153,2020-01-02 08:54:39,2020,1,1180,122,3,1,2,32,1951,0,None,3,0
154,2020-01-02 15:29:08,2020,1,4423,92,2,8,6,29,1770,0,None,1,0
155,2020-01-02 17:25:52,2020,1,684,6,1,7,3,10,619,0,None,1,0
156,2020-01-02 17:12:50,2020,1,1867,24,1,1,4,30,1816,0,None,1,0
157,2020-01-02 09:17:53,2020,1,1874,110,3,5,1,5,312,0,None,3,1
158,2020-01-02 11:20:10,2020,1,9,245,5,5,2,7,450,0,None,1,0
159,2020-01-02 15:21:38,2020,1,4686,169,4,6,6,11,690,0,None,2,0
160,2020-01-02 13:05:00,2020,1,3751,190,4,1,5,25,1531,0,None,1,0
161,2020-01-02 18:25:48,2020,1,3050,249,5,7,6,11,674,1,Technical Escalation,1,0
162,2020-01-02 16:01:13,2020,1,2507,202,5,6,3,12,706,0,None,1,0
163,2020-01-02 14:43:45,2020,1,2190,105,3,2,6,28,1675,0,None,1,0
164,2020-01-02 15:52:37,2020,1,2971,240,5,1,3,22,1313,0,None,1,0
165,2020-01-02 18:40:06,2020,1,82,149,3,7,2,33,1969,0,None,2,0
166,2020-01-02 14:22:09,2020,1,1056,22,1,2,2,7,419,1,Billing Dispute,1,0
167,2020-01-02 14:22:51,2020,1,440,208,5,2,2,13,785,0,None,1,0
168,2020-01-02 08:15:56,2020,1,1578,123,3,8,2,6,400,0,None,5,0
169,2020-01-02 14:10:50,2020,1,2230,16,1,7,4,5,341,0,None,3,0
170,2020-01-02 10:48:03,2020,1,3970,45,1,4,5,15,886,0,None,1,0
171,2020-01-02 14:33:38,2020,1,3203,34,1,4,6,46,2755,1,Billing Dispute,1,0
172,2020-01-02 10:07:59,2020,1,190,160,4,5,4,49,2983,0,None,1,0
173,2020-01-02 18:04:02,2020,1,2516,74,2,3,3,5,311,0,None,1,0
174,2020-01-02 17:30:28,2020,1,4862,44,1,2,6,11,657,0,None,1,0
175,2020-01-02 15:34:06,2020,1,3707,162,4,2,4,12,750,0,None,1,0
176,2020-01-02 17:58:32,2020,1,2948,187,4,3,6,34,2052,0,None,1,0
177,2020-01-02 16:04:08,2020,1,3295,110,3,5,6,22,1324,1,Billing Dispute,1,0
178,2020-01-02 08:43:20,2020,1,3962,248,5,8,1,17,1033,0,None,1,0
179,2020-01-02 14:32:32,2020,1,4842,162,4,2,6,9,535,0,None,1,0
180,2020-01-02 13:10:46,2020,1,3639,248,5,8,2,11,656,0,None,1,0
181,2020-01-02 08:10:52,2020,1,4985,202,5,6,5,17,1040,0,None,3,0
182,2020-01-02 15:40:03,2020,1,2408,106,3,2,6,11,684,0,None,1,0
183,2020-01-02 09:48:36,2020,1,504,192,4,7,5,25,1508,0,None,1,0
184,2020-01-02 11:09:03,2020,1,200,123,3,8,2,9,583,0,None,3,0
185,2020-01-02 09:49:22,2020,1,3094,190,4,1,3,9,544,0,None,1,0
186,2020-01-02 13:08:16,2020,1,2040,222,5,6,1,28,1716,0,None,1,0
187,2020-01-02 16:30:04,2020,1,3430,217,5,6,1,13,796,0,None,1,0
188,2020-01-02 14:56:40,2020,1,2412,124,3,5,1,8,520,1,None,1,0
189,2020-01-02 15:51:24,2020,1,4154,18,1,3,1,24,1446,0,None,1,0
190,2020-01-02 16:39:17,2020,1,3774,58,2,3,4,11,655,0,None,3,0
191,2020-01-02 10:34:43,2020,1,4492,95,2,7,1,18,1075,0,None,1,0
192,2020-01-02 10:50:48,2020,1,155,3,1,7,2,31,1892,0,None,1,0
193,2020-01-02 12:59:31,2020,1,2502,91,2,5,4,14,862,0,None,2,0
194,2020-01-02 15:58:20,2020,1,1555,223,5,4,6,17,1053,0,None,3,0
195,2020-01-02 10:58:00,2020,1,1034,219,5,6,6,45,2738,0,None,1,0
196,2020-01-02 16:02:12,2020,1,3138,132,3,1,5,7,459,0,None,3,0
197,2020-01-02 15:26:15,2020,1,1520,145,3,8,4,12,707,0,None,1,0
198,2020-01-02 11:58:32,2020,1,2825,199,4,2,1,13,796,0,None,3,0
199,2020-01-02 15:12:28,2020,1,1357,120,3,7,1,16,946,0,None,1,0
200,2020-01-02 17:31:53,2020,1,874,118,3,2,6,20,1195,0,None,2,0
201,2020-01-02 13:19:16,2020,1,1702,70,2,6,3,11,702,0,None,1,0
202,2020-01-02 09:21:09,2020,1,2613,71,2,6,6,35,2092,0,None,1,0
203,2020-01-02 13:10:07,2020,1,2654,90,2,6,4,27,1653,0,None,3,0
204,2020-01-02 08:27:01,2020,1,1166,168,4,2,4,25,1519,0,None,1,0
205,2020-01-02 18:31:41,2020,1,1083,235,5,1,6,28,1720,1,Technical Escalation,2,0
206,2020-01-02 09:52:12,2020,1,2697,52,2,2,1,10,614,0,None,1,0
207,2020-01-02 15:40:20,2020,1,3732,196,4,1,3,29,1770,0,None,3,0
208,2020-01-02 14:41:33,2020,1,1294,249,5,7,2,14,840,1,Fraud Verification,3,0
209,2020-01-02 08:25:54,2020,1,2049,207,5,2,2,12,712,0,None,1,0
210,2020-01-02 14:42:13,2020,1,2242,29,1,1,2,8,469,0,None,1,0
211,2020-01-02 09:58:59,2020,1,4671,147,3,4,3,42,2537,1,None,1,0
212,2020-01-02 08:54:30,2020,1,1835,23,1,4,2,36,2158,1,Billing Dispute,1,0
213,2020-01-02 11:17:46,2020,1,2624,14,1,5,6,9,540,0,None,1,0
214,2020-01-02 09:19:05,2020,1,1785,171,4,5,6,30,1811,0,None,2,0
215,2020-01-02 10:46:30,2020,1,4385,116,3,8,6,32,1906,0,None,1,0
216,2020-01-02 12:04:37,2020,1,2558,39,1,7,1,9,572,1,Fraud Verification,50,0
217,2020-01-02 08:50:17,2020,1,3053,239,5,8,3,33,1986,0,None,1,0
218,2020-01-02 15:50:10,2020,1,1779,73,2,5,6,11,649,0,None,1,0
219,2020-01-02 11:11:54,2020,1,215,162,4,2,5,21,1258,0,None,1,0
220,2020-01-02 16:36:24,2020,1,3859,189,4,5,5,6,358,0,None,2,0
221,2020-01-02 11:11:36,2020,1,4333,148,3,7,5,12,762,0,None,2,0
222,2020-01-02 08:41:49,2020,1,101,77,2,8,4,19,1158,0,None,1,0
223,2020-01-02 16:44:05,2020,1,1855,50,1,4,3,6,364,1,Fraud Verification,1,0
224,2020-01-02 17:48:48,2020,1,4983,181,4,8,5,16,981,1,Fraud Verification,1,0
225,2020-01-02 13:21:47,2020,1,2800,145,3,8,6,9,574,0,None,1,0
226,2020-01-02 17:49:56,2020,1,4951,54,2,1,2,29,1762,0,None,1,0
227,2020-01-02 15:13:36,2020,1,2050,189,4,5,4,21,1294,1,None,1,0
228,2020-01-02 11:06:31,2020,1,1846,136,3,7,2,15,906,0,None,1,0
229,2020-01-02 17:36:12,2020,1,1327,107,3,5,4,5,307,1,Billing Dispute,3,0
230,2020-01-02 16:54:56,2020,1,1102,187,4,3,1,26,1569,1,Billing Dispute,3,0
231,2020-01-02 10:20:41,2020,1,3063,228,5,6,3,25,1539,0,None,2,0
232,2020-01-02 12:43:32,2020,1,3407,241,5,1,1,23,1392,0,None,1,0
233,2020-01-02 09:40:24,2020,1,2360,46,1,8,5,6,365,0,None,25,0
234,2020-01-02 18:45:06,2020,1,4928,211,5,3,6,15,898,1,Technical Escalation,1,0
235,2020-01-02 15:03:25,2020,1,73,20,1,8,1,14,852,0,None,2,0
236,2020-01-02 17:42:31,2020,1,833,178,4,2,2,8,516,1,None,1,0
237,2020-01-02 13:51:41,2020,1,2222,54,2,1,2,40,2436,1,Technical Escalation,2,0
238,2020-01-02 17:38:15,2020,1,3533,178,4,2,1,16,958,1,None,1,0
239,2020-01-02 16:32:32,2020,1,1558,8,1,5,1,19,1141,0,None,1,0
240,2020-01-02 16:26:51,2020,1,298,35,1,1,4,24,1427,1,Fraud Verification,2,0
241,2020-01-02 09:34:51,2020,1,1612,180,4,6,1,5,324,1,Fraud Verification,1,0
242,2020-01-02 13:06:21,2020,1,116,18,1,3,3,9,580,1,Billing Dispute,1,0
243,2020-01-02 15:47:14,2020,1,2847,21,1,7,6,19,1157,0,None,1,0
244,2020-01-02 11:29:00,2020,1,3160,196,4,1,1,19,1149,0,None,50,0
245,2020-01-02 15:14:44,2020,1,1760,132,3,1,3,9,526,0,None,1,0
246,2020-01-02 12:42:23,2020,1,203,205,5,6,3,21,1281,0,None,1,0
247,2020-01-02 09:27:40,2020,1,1641,205,5,6,4,8,475,0,None,2,0
248,2020-01-02 11:33:12,2020,1,1959,215,5,8,2,12,765,0,None,1,0
249,2020-01-02 11:27:31,2020,1,1016,48,1,1,4,16,973,1,Technical Escalation,1,0
250,2020-01-02 14:29:23,2020,1,120,51,2,8,4,5,341,0,None,1,0
251,2020-01-02 15:17:50,2020,1,1261,190,4,1,2,17,1059,1,Billing Dispute,1,0
252,2020-01-02 16:51:53,2020,1,2883,82,2,1,4,18,1110,0,None,1,0
253,2020-01-02 10:10:56,2020,1,4810,5,1,3,2,19,1162,0,None,10,0
254,2020-01-02 15:23:17,2020,1,3550,163,4,5,2,15,912,1,Fraud Verification,1,0
255,2020-01-02 08:37:43,2020,1,121,139,3,3,2,22,1342,0,None,1,0
256,2020-01-02 15:20:12,2020,1,682,30,1,7,3,17,1044,0,None,1,0
257,2020-01-02 11:20:13,2020,1,2825,94,2,7,2,8,519,0,None,1,0
258,2020-01-02 12:11:45,2020,1,1184,177,4,8,1,19,1159,0,None,1,0
259,2020-01-02 09:07:41,2020,1,2146,162,4,2,4,19,1167,0,None,3,0
260,2020-01-02 09:32:55,2020,1,1689,112,3,7,6,21,1279,0,None,1,0
261,2020-01-02 18:14:02,2020,1,2252,7,1,6,6,15,909,0,None,1,0
262,2020-01-02 18:05:53,2020,1,338,120,3,7,6,21,1249,0,None,2,0
263,2020-01-02 15:22:18,2020,1,285,152,4,3,6,20,1192,1,Fraud Verification,2,0
264,2020-01-02 12:21:43,2020,1,1926,40,1,4,2,15,902,0,None,1,0
265,2020-01-02 15:16:21,2020,1,74,191,4,8,3,36,2155,1,Billing Dispute,1,0
266,2020-01-02 14:52:18,2020,1,885,37,1,2,4,17,1005,0,None,25,0
267,2020-01-02 12:53:00,2020,1,4969,119,3,2,1,31,1883,0,None,1,0
268,2020-01-02 11:53:44,2020,1,3297,235,5,1,6,10,586,0,None,3,0
269,2020-01-02 14:01:54,2020,1,1122,42,1,6,3,7,449,1,Technical Escalation,25,0
270,2020-01-02 12:01:18,2020,1,3290,200,4,7,5,10,628,0,None,1,0
271,2020-01-02 17:03:28,2020,1,1812,37,1,2,5,20,1202,0,None,1,0
272,2020-01-02 10:01:06,2020,1,2502,223,5,4,5,13,824,0,None,1,0
273,2020-01-02 16:08:45,2020,1,4252,83,2,5,3,42,2510,0,None,1,0
274,2020-01-02 17:19:53,2020,1,1905,9,1,3,2,35,2114,0,None,1,0
275,2020-01-02 09:33:04,2020,1,4504,237,5,2,6,21,1255,0,None,1,0
276,2020-01-02 10:17:59,2020,1,4271,74,2,3,3,12,712,0,None,1,0
277,2020-01-02 11:45:23,2020,1,1272,226,5,4,2,41,2503,0,None,1,0
278,2020-01-02 18:40:47,2020,1,3702,98,2,6,2,13,824,0,None,1,0
279,2020-01-02 18:45:42,2020,1,3124,88,2,6,1,44,2637,1,Technical Escalation,5,0
280,2020-01-02 15:19:39,2020,1,1137,195,4,5,5,14,883,0,None,3,0
281,2020-01-02 15:18:50,2020,1,1735,196,4,1,3,7,447,0,None,1,0
282,2020-01-03 11:48:06,2020,1,3329,197,4,3,5,10,628,1,None,1,0
283,2020-01-03 13:49:31,2020,1,4950,154,4,7,4,15,918,1,Fraud Verification,1,0
284,2020-01-03 14:40:36,2020,1,3959,100,2,5,2,10,630,0,None,1,0
285,2020-01-03 08:12:58,2020,1,4229,25,1,6,5,25,1506,0,None,1,0
286,2020-01-03 08:13:06,2020,1,2170,193,4,1,2,35,2095,1,Billing Dispute,1,0
287,2020-01-03 16:29:24,2020,1,3541,141,3,8,6,20,1206,0,None,1,0
288,2020-01-03 08:45:26,2020,1,4219,57,2,2,4,23,1406,1,None,1,0
289,2020-01-03 11:07:29,2020,1,238,164,4,7,1,36,2168,0,None,2,0
290,2020-01-03 12:57:32,2020,1,1073,59,2,4,2,11,697,0,None,3,0
291,2020-01-03 10:16:38,2020,1,2537,63,2,4,6,8,511,0,None,1,0
292,2020-01-03 16:25:42,2020,1,1402,240,5,1,3,6,360,0,None,5,0
293,2020-01-03 10:42:15,2020,1,809,70,2,6,3,18,1074,0,None,1,0
294,2020-01-03 17:39:58,2020,1,547,171,4,5,6,7,425,0,None,1,0
295,2020-01-03 12:34:07,2020,1,3917,141,3,8,5,12,744,0,None,2,0
296,2020-01-03 13:03:44,2020,1,2714,119,3,2,4,29,1779,0,None,1,0
297,2020-01-03 08:03:06,2020,1,1492,149,3,7,3,54,3226,0,None,1,0
298,2020-01-03 11:21:12,2020,1,3093,133,3,3,2,19,1169,0,None,2,0
299,2020-01-03 11:07:05,2020,1,4219,117,3,2,4,9,535,1,None,1,0
300,2020-01-03 14:55:02,2020,1,788,86,2,2,4,11,670,1,Technical Escalation,1,0
301,2020-01-03 08:02:56,2020,1,992,161,4,8,6,7,442,0,None,1,0
302,2020-01-03 11:04:26,2020,1,3307,177,4,8,4,25,1545,0,None,1,0
303,2020-01-03 11:07:51,2020,1,2683,186,4,4,4,21,1297,0,None,5,0
304,2020-01-03 15:27:32,2020,1,2354,169,4,6,2,8,502,0,None,2,0
305,2020-01-03 14:00:26,2020,1,269,50,1,4,5,10,632,1,None,1,0
306,2020-01-03 13:41:01,2020,1,3757,63,2,4,1,40,2444,0,None,2,0
307,2020-01-03 08:24:53,2020,1,1333,176,4,4,4,8,520,1,Billing Dispute,1,0
308,2020-01-03 17:16:01,2020,1,4078,145,3,8,2,12,748,0,None,1,0
309,2020-01-03 12:30:21,2020,1,1470,26,1,1,1,14,874,0,None,2,0
310,2020-01-03 18:28:12,2020,1,4388,80,2,8,1,12,739,1,None,2,0
311,2020-01-03 13:21:54,2020,1,3568,249,5,7,5,21,1274,0,None,10,0
312,2020-01-03 10:29:40,2020,1,1637,79,2,6,1,10,588,0,None,5,0
